868.92 , 8987.15
924.121 , 7888.91
898.634 , 8582.56
839.297 , 8131.37
870.756 , 8781.27
864.25 , 7647.01
901.829 , 7971.12
865.285 , 8102.77
851.199 , 7830.35
886.068 , 8274.96
891.748 , 8421.41
900.671 , 8257.69
860.693 , 8176.73
845.139 , 6767.93
885.327 , 8373.28
856.216 , 8151.81
889.727 , 6779.55
871.689 , 7949.36
847.379 , 8656.83
866.248 , 7480.98
909.376 , 7813.55
900.19 , 7943.11
875.03 , 7564.85
866.127 , 7957.7
889.248 , 8721.66
774.659 , 7439.25
845.194 , 7511
841.08 , 8762.79
912.885 , 8412.05
890.691 , 8672.33
871.694 , 8049.2
870.435 , 8273.83
909.284 , 8204.2
892.24 , 7691.97
900.377 , 7968.95
845.213 , 8352.22
886.31 , 8208.96
908.717 , 7305.45
871.463 , 7767
875.466 , 8092.98
905.175 , 8341.41
834.111 , 8374.84
876.852 , 7572.06
885.669 , 7601.48
890.676 , 8252.51
819.287 , 7412.12
878.342 , 7570.81
880.375 , 8098.54
897.927 , 8330.97
892.657 , 7212.01
881.696 , 8658.87
907.12 , 7506.71
858.779 , 8116.33
826.107 , 7877.28
888.459 , 9012.61
879.487 , 8481.73
893.642 , 7783.06
886.926 , 7690.81
847.959 , 8245.79
876.359 , 8465.39
881.576 , 7636.02
915.76 , 8004.11
886.164 , 7883.99
913.373 , 8278.01
887.313 , 8091.44
909.68 , 8645.15
921.892 , 7666.68
878.284 , 8443.73
848.161 , 7446.85
860.265 , 8177.48
881.954 , 7859.79
886.521 , 7533.41
903.633 , 8086.81
871.876 , 8933.51
925.561 , 7858.68
869.197 , 7722.9
885.361 , 7476.98
880.725 , 8060.57
881.195 , 8024.07
806.587 , 7357.99
884.278 , 7619.05
816.034 , 7473.91
863.712 , 7952.2
808.56 , 7479.93
813.826 , 7986.04
903.433 , 7323.76
883.981 , 7941.81
858.708 , 7866.89
880.606 , 8669.29
901.265 , 7458.72
874.247 , 8171.54
893.705 , 9281.04
882.317 , 8566.18
856.555 , 7786.43
881.926 , 8127.6
828.326 , 8032.6
878.968 , 7727.02
891.178 , 8144.28
852.98 , 7609.57
828.733 , 8621.24
872.86 , 7809.34
883.17 , 8070.44
895.423 , 8619.51
795.03 , 7053.52
899.974 , 7753.14
877.374 , 8517.25
881.186 , 7776.98
851.81 , 8381.41
874.788 , 7686.86
850.377 , 7459.62
845.586 , 7671.29
891.106 , 7700.97
878.6 , 8141.63
850.561 , 8317.76
922.112 , 7578.5
883.87 , 8184.94
892.061 , 8352.3
924.999 , 8723.61
911.733 , 9188.43
827.798 , 8440.61
883.513 , 7779.74
898.721 , 7754.33
873.963 , 8544.72
866.724 , 7859.77
848.441 , 8430.55
858.913 , 7810.17
902.219 , 7683.82
868.351 , 8162.46
868.609 , 7349.05
899.066 , 8335.06
888.382 , 7559.1
835.572 , 7602.63
884.267 , 7958.3
871.154 , 8390.9
881.42 , 7754.97
859.321 , 8289.57
901.824 , 7486.47
832.284 , 6800.37
874.565 , 8776.59
867.502 , 7766.45
855.611 , 7433.56
886.042 , 8598.45
909.87 , 8333.89
857.668 , 7660.96
886.243 , 8868.01
855.143 , 7473.3
896.061 , 7763.67
887.879 , 7748.68
837.986 , 7810.59
850.935 , 8647.3
859.238 , 7814.08
856.095 , 7954.14
880.774 , 7780.51
868.411 , 8018
809.067 , 7942.29
900.131 , 8516.99
830.467 , 7244.63
820.978 , 8177.85
872.599 , 7929.87
870.905 , 7745.45
902.546 , 7797.34
890.171 , 7873.42
893.318 , 7450.04
896.098 , 7163.51
860.937 , 8071.79
889.793 , 8027.76
830.317 , 8252.98
885.546 , 8446.04
868.833 , 8513.15
898.523 , 8432.58
887.87 , 8184.72
906.071 , 9036.14
881.868 , 7514.6
879.407 , 8576.59
834.385 , 8400.16
878.626 , 8388.98
871.51 , 9376.25
845.144 , 8234.78
885.806 , 7670.34
902.211 , 8452.5
894.567 , 8055.06
855.33 , 7528.01
822.413 , 7719.05
910.678 , 8099.77
902.28 , 8060.29
874.907 , 7524.92
871.228 , 8059.27
858.629 , 7950.85
848.7 , 8220.5
839.204 , 7427.33
851.697 , 7337.66
912.416 , 8004.68
868.731 , 7181.01
854.061 , 7973.38
905.619 , 8364.37
871.782 , 7975.42
854.221 , 8781.33
878.866 , 7713.06
906.286 , 7530.45
888.536 , 7715.7
848.652 , 8485.6
861.611 , 8474.59
875.611 , 7796.98
850.198 , 7783.68
870.695 , 7490.31
840.671 , 7905.31
878.171 , 8494.62
884.664 , 7309.04
899.98 , 7714.75
881.777 , 8135.78
914.656 , 7948.66
900.001 , 8766.17
890.703 , 8404.84
841.381 , 7959.62
876.833 , 7846.91
878.249 , 7285.92
821.28 , 7038.71
835.813 , 8229.85
852.688 , 7402.79
912.32 , 8190.66
907.452 , 8653.32
870.149 , 7617.54
886.062 , 7986.81
904.002 , 7821.78
836.917 , 7631.64
852.998 , 9044.67
867.993 , 8452.52
887.388 , 7987.37
876.879 , 7679.38
827.731 , 7269.95
871.192 , 8475.25
879.737 , 8020.22
878.775 , 7953.94
883.3 , 7748.57
875.403 , 8182.52
858.968 , 8172.42
894.956 , 8487.63
892.415 , 7755.04
885.601 , 8392.58
900.292 , 7420.71
660.978 , 6018.26
858.089 , 7686.04
839.481 , 8041.53
839.112 , 8144.7
885.965 , 7645.9
894.463 , 8075.45
910.557 , 7793.18
855.49 , 8400.78
916.533 , 7509.5
860.997 , 7865.41
907.651 , 8016.52
901.839 , 7339.38
798.576 , 8042.06
892.041 , 7649.42
860.468 , 7690.04
844.746 , 7714.94
873.764 , 8065.73
880.977 , 7848.06
877.409 , 8358.35
864.802 , 7783.26
836.261 , 8168.98
883.304 , 7908.83
855.625 , 8253.37
896.564 , 8845.55
827.7 , 7967.21
879.758 , 8438.42
869.949 , 7534.23
884.761 , 7435.26
870.265 , 7877.55
890.63 , 7413.8
874.857 , 7219.97
823.974 , 8119.67
913.321 , 8169.57
861.687 , 6992.61
825.635 , 7523.89
872.263 , 8479.19
867.997 , 7956.04
844.337 , 7861.72
902.188 , 8106.95
909.45 , 8437
870.173 , 8142.6
925.242 , 7468.43
867.944 , 7782.22
894.692 , 8088.58
898.79 , 8166.47
854.805 , 7929.2
757.329 , 7207.43
843.718 , 7594.06
896.85 , 8123.06
842.362 , 8135.66
854.825 , 8446.25
893.07 , 8207.7
838.277 , 7751.51
876.471 , 8448.21
825.951 , 7640.12
897.848 , 8563.95
876.75 , 7445.76
873.572 , 7550.03
918.806 , 8622.81
882.754 , 7317.18
906.768 , 8606.13
855.282 , 7790.12
803.387 , 6979.8
914.805 , 7414.42
879.172 , 8707.54
888.932 , 7940.29
859.798 , 8149.55
847.539 , 7726.33
931.436 , 8590.35
894.377 , 8353.9
896.928 , 8005.81
829.185 , 7569.39
871.479 , 8401.43
919.486 , 7976.7
870.94 , 7280.81
832.493 , 7961.49
869.786 , 9021.92
899.246 , 7684.54
884.241 , 8398.88
847.037 , 7535.5
835.549 , 8887.62
849.944 , 8315.54
805.579 , 7560.95
843.735 , 7868.94
903.677 , 7393.97
906.09 , 9058.09
843.599 , 8174.13
859.911 , 8359.15
903.522 , 8529.89
895.591 , 8454.55
888.963 , 8321.34
925.309 , 8207.4
882.763 , 7859.87
863.02 , 7540.61
876.778 , 9088.36
890.359 , 7790.37
852.168 , 7466.2
797.437 , 8176.54
817.704 , 8138.36
868.05 , 8806.01
847.627 , 8529.28
896.436 , 8720.11
860.806 , 8006.49
850.166 , 7790.21
925.137 , 9252.41
864.988 , 7825.45
882.038 , 8096.34
821.439 , 8315.67
900.859 , 7930.75
875.198 , 7888.32
901.918 , 7771.54
854.28 , 7510.99
914.235 , 8184.7
882.898 , 7999.95
784.369 , 6928.45
861.097 , 8012.28
889.929 , 8003.83
864.049 , 8204.71
891.25 , 7931.42
863.383 , 8167.61
838.624 , 8662.27
875.195 , 7929.78
863.727 , 8025.93
853.727 , 7992.13
836.573 , 8122.21
882.567 , 8828.05
857.043 , 8214.6
891.092 , 7980.23
842.514 , 7986.48
858.207 , 8533.21
898.711 , 8817.34
903.105 , 8088.06
896.806 , 7236.61
888.795 , 7765.72
767.266 , 6704.69
860.984 , 7970.38
884.853 , 7524.13
881.257 , 7761.92
903.431 , 7541
890.601 , 7615.54
884.65 , 7132.91
900.276 , 7504.86
905.929 , 7348.31
874.518 , 8721.44
873.912 , 8694.68
885.343 , 7850
895.001 , 8152.85
864.251 , 8402.69
854.648 , 8025.83
879.852 , 8614.16
826.337 , 7639.38
874.642 , 7790.27
903.482 , 8386.72
857.788 , 8587.54
838.495 , 7708.5
871.96 , 8354.31
804.119 , 6967.46
889.397 , 8139.68
884.595 , 8772.69
863.667 , 7678.32
843.065 , 8222.88
890.546 , 7408.72
842.897 , 7587.58
844.527 , 8039.27
880.346 , 7930.97
881.345 , 7384.35
843.578 , 7472.5
862.066 , 7984.41
880.11 , 7899.9
864.49 , 8289.95
861.847 , 6993.31
901.504 , 8539.34
769.93 , 7354.07
866.472 , 8541.95
859.348 , 8038.86
870.454 , 7649.29
875.988 , 7838.69
914.379 , 7865.25
820.968 , 7333.19
880.747 , 8075.49
891.551 , 7499.56
826.232 , 8142.96
872.471 , 7100.64
822.701 , 8292.71
875.575 , 7117.06
871.437 , 8115.68
900.772 , 8424.24
771.771 , 7140.01
880.329 , 7374.84
880.458 , 7518.01
873.086 , 7867.26
874.697 , 8149.88
880.601 , 8405.46
884.743 , 8316.67
867.345 , 8733.48
899.624 , 7833.56
816.131 , 8333.14
899.333 , 8521.12
865.29 , 7898.88
864.85 , 7835.26
886.395 , 8462.49
843.155 , 7971.29
854.313 , 8242.58
890.181 , 8601.41
858.657 , 7945.4
876.503 , 8190.58
898.661 , 8458.97
874.467 , 7561.22
907.843 , 7429.84
876.098 , 8264.61
907.78 , 7274.07
854.56 , 7793.28
859.495 , 6566.68
810.864 , 6953.26
864.711 , 8330.03
894.281 , 7776.51
856.922 , 8347.88
843.892 , 8045.83
859.516 , 7813.77
871.765 , 7564.26
872.611 , 7834.97
854.069 , 7970.14
883.153 , 8918.14
857.175 , 7488.15
815.722 , 7880.57
834.848 , 7114.58
866.531 , 9010.88
907.423 , 7650.19
851.415 , 8517.28
865.183 , 8490.85
881.089 , 8008.06
843.167 , 8356.96
907.416 , 8488.59
875.986 , 7592.2
855.231 , 7248.47
864.085 , 7773.35
822.055 , 8946.83
861.932 , 8074.47
878.236 , 7820.75
895.71 , 8174.19
887.153 , 8286.93
887.817 , 8119.36
894.346 , 8503.97
915.8 , 7412.95
836.525 , 8681.69
869.286 , 7915.44
869.381 , 7561.05
876.991 , 7641.16
925.879 , 7092.38
885.046 , 7875.04
902.948 , 8681.04
872.19 , 8392.45
877.018 , 8019.43
872.16 , 7188.02
857.872 , 8063.79
851.281 , 7331.37
896.172 , 8881.34
909.807 , 8210.1
811.414 , 7417.02
879.128 , 8048.98
884.555 , 8679.2
901.471 , 7989.55
827.227 , 8169.84
